domain_code,domain,area_code_m49,area,element_code,element,item_code_cpc,item,year_code,year,unit,value,flag,flag_description,total,share,share_de
FBS,Food Balances (2010-),178,Congo,664,Food supply (kcal/capita/day),S2511,Wheat and products,2019,2019,kcal/capita/day,378,E,Estimated value,2181,17.33,"17,33"
FBS,Food Balances (2010-),178,Congo,664,Food supply (kcal/capita/day),S2577,Palm Oil,2019,2019,kcal/capita/day,178,E,Estimated value,2181,8.16,"8,16"
FBS,Food Balances (2010-),178,Congo,664,Food supply (kcal/capita/day),S2807,Rice and products,2019,2019,kcal/capita/day,117,E,Estimated value,2181,5.36,"5,36"
FBS,Food Balances (2010-),178,Congo,664,Food supply (kcal/capita/day),S2542,Sugar (Raw Equivalent),2019,2019,kcal/capita/day,116,E,Estimated value,2181,5.32,"5,32"
FBS,Food Balances (2010-),178,Congo,664,Food supply (kcal/capita/day),S2734,Poultry Meat,2019,2019,kcal/capita/day,70,E,Estimated value,2181,3.21,"3,21"
